mass;position_x;position_y;velocity_x;velocity_y
1e+24;-9.000000809016994e+16;2.9999994122147476e+16;264.9367200435522;193.0946341479332
1e+24;-9.000000309016994e+16;2.9999990489434836e+16;317.43049992340195;265.3461237117518
1e+24;-8.999999690983006e+16;2.9999990489434836e+16;317.43049992340195;354.65387628824817
1e+24;-8.999999190983006e+16;2.9999994122147476e+16;264.93672004355227;426.90536585206684
1e+24;-5.999999e+16;8e+16;500.0;268.67511184224986
1e+24;-5.999999133974596e+16;8.0000005e+16;420.66244407887507;247.4166778037255
1e+24;-5.9999995e+16;8.000000866025403e+16;362.5833221962746;189.33755592112496
1e+24;-6e+16;8.000001e+16;341.3248881577501;110.00000000000001
1e+24;-6.0000005e+16;8.000000866025403e+16;362.58332219627454;30.66244407887507
1e+24;-6.000000866025404e+16;8.0000005e+16;420.66244407887496;-27.416677803725435
1e+24;-6.000001e+16;8e+16;500.0;-48.67511184224992
1e+24;-6.000000866025404e+16;7.9999995e+16;579.3375559211249;-27.41667780372552
1e+24;-6.0000005e+16;7.999999133974597e+16;637.4166778037254;30.662444078874984
1e+24;-6e+16;7.999999e+16;658.6751118422499;109.99999999999997
1e+24;-5.9999995e+16;7.999999133974597e+16;637.4166778037255;189.33755592112487
1e+24;-5.999999133974596e+16;7.9999995e+16;579.337555921125;247.41667780372538
